id,url,full_text,hashtags,reply_count,lang,user_name,likes,publicationtime,creator_followers_count
1469001488907309057,https://twitter.com/queencityac/status/1469001488907309057,"We are now down to one rationale - that a mask mandate won't work. There is substantial evidence against the governor's position. And instead of responding to that evidence, the governor's staff is now attacking people providing that evidence.

#vtpoli",vtpoli,1,en,queencityac,2,Thu Dec 09 17:50:22 +0000 2021,371
1469001488458526727,https://twitter.com/LesegoDibaks/status/1469001488458526727,"Tomorrow is Tomorrow
#IPaintedMyRun https://t.co/QVbEg6RB51",IPaintedMyRun,0,en,LesegoDibaks,5,Thu Dec 09 17:50:22 +0000 2021,2448
1469001488290566155,https://twitter.com/lifegoeson_bgtn/status/1469001488290566155,"Baby even on holiday you are very productive, how can i be a hard worker like you 😭
take care of yourself baby, dont push yourself so hard, and please don't force yourself for anything that will bother you

I LOVE YOU MIN YOONGI @BTS_twt 💜💜

#SUGA #SUGAxJuiceWRLD https://t.co/ixEcaaUbSf","SUGA,SUGAxJuiceWRLD",0,en,lifegoeson_bgtn,1,Thu Dec 09 17:50:22 +0000 2021,21
1469001487695192069,https://twitter.com/blackwell_smith/status/1469001487695192069,@axion_network @0xPolygon Chillax 😎 #Axion #matic #Polygon @axion_network @0xPolygon,"Axion,matic,Polygon",0,en,blackwell_smith,9,Thu Dec 09 17:50:22 +0000 2021,368
1469002577924833281,https://twitter.com/HarobedYellum/status/1469002577924833281,"That'll learn ya, Allie! #thechase",thechase,0,en,HarobedYellum,2,Thu Dec 09 17:54:41 +0000 2021,37
1469002576892887046,https://twitter.com/Shruti93957213/status/1469002576892887046,"@BCCI @imVkohli #shameonbcci  won't be surprised if he is dropped from the team after this 
Shame on u sourav ganguly",shameonbcci,0,en,Shruti93957213,1,Thu Dec 09 17:54:41 +0000 2021,2
1469002576381325313,https://twitter.com/labourunionsuk/status/1469002576381325313,"@BethRigby @SamCoatesSky This is why we can't let the government hobble the Electoral Commission, which is what the #ElectionsBill does. We need a strong independent watchdog &gt;&gt;&gt; https://t.co/bZVyaCkLfa",ElectionsBill,0,en,labourunionsuk,0,Thu Dec 09 17:54:41 +0000 2021,16129
1469002576226140163,https://twitter.com/TDavenport_NFL/status/1469002576226140163,Dontrell Hilliard says his best 40 was a 4.41. Admits that running the ball is a groove thing which is tough in an RB by committee role. What's to just make the best of every opportunity. #Titans https://t.co/LaH2HkbcC1,Titans,1,en,TDavenport_NFL,21,Thu Dec 09 17:54:41 +0000 2021,35528
1469002576138059780,https://twitter.com/aprilshotit/status/1469002576138059780,"Jimmy Dean once said, “I can’t change the direction of the wind, but I can adjust my sails to always reach my destination.”.   

ANTICIPATE!!. #Y3NDIA",Y3NDIA,0,en,aprilshotit,2,Thu Dec 09 17:54:41 +0000 2021,973
1469002576008036358,https://twitter.com/Wentzello/status/1469002576008036358,📍Newcastle #RoadPilots 🛬 https://t.co/M9YSTuLXgN,RoadPilots,1,en,Wentzello,0,Thu Dec 09 17:54:41 +0000 2021,11076
1469002575978631176,https://twitter.com/GladiatorGrl/status/1469002575978631176,"And the #GrammyAwards 💽🏆goes to....
.
.
😏 https://t.co/h9VzRjBgtF https://t.co/e4MoU8RXlt",GrammyAwards,0,en,GladiatorGrl,1,Thu Dec 09 17:54:41 +0000 2021,1554
1469002575731175427,https://twitter.com/CongressiC/status/1469002575731175427,"My imagination to have a room like this
#BipinRawat https://t.co/iutK8Sh7va",BipinRawat,0,en,CongressiC,8,Thu Dec 09 17:54:41 +0000 2021,1815
1469002575668301828,https://twitter.com/erathrim_/status/1469002575668301828,The crew @spidermanmovie #SpiderManNoWayHome #NoWayHome #SpiderMan https://t.co/NLrexnwdpp,"SpiderManNoWayHome,NoWayHome,SpiderMan",0,en,erathrim_,4,Thu Dec 09 17:54:41 +0000 2021,122
